scenario,seed,variable,domain,lag_basis_type,lag_basis_count,amplitude_basis_count,epsilon_lag,epsilon_amplitude,epsilon_amplitude_given_lag,epsilon_lag_given_amplitude,epsilon_joint,operator_error,sigma1_truth,sigma2_truth,sigma3_truth,truth_tail_energy,truth_sigma2_sigma1,operator_error_over_sigma2,operator_error_over_gap,truth_rank_class
AR-S2,0,0,fit,cubic_bspline,40,32,0.003843590026735209,1.6771840016499213e-05,1.677171612930301e-05,0.003843590026194625,0.0038436266187131776,0.00011271524114891076,0.02932551088042325,7.580977204959109e-18,1.309731850947338e-18,2.6855179625897173e-16,2.585113431057026e-16,507624318037.2101,507624318037.2101,rank1
AR-S2,0,0,fit,cubic_bspline,48,32,0.0010825305161768896,1.6771840016499213e-05,1.6771830189274252e-05,0.0010825305160246368,0.0010826604327960386,3.174576043053671e-05,0.02932551088042325,7.580977204959109e-18,1.309731850947338e-18,2.6855179625897173e-16,2.585113431057026e-16,142970194845.55817,142970194845.55817,rank1
AR-S2,0,0,fit,discrete_identity,64,32,0.0,1.6771840016499213e-05,1.6771840016499213e-05,0.0,1.6771840016499806e-05,4.918427768885827e-07,0.02932551088042325,7.580977204959109e-18,1.309731850947338e-18,2.6855179625897173e-16,2.585113431057026e-16,2215062946.720291,2215062946.720291,rank1
AR-S2,0,1,core,cubic_bspline,32,24,0.01434667295308954,1.2098212213337113e-12,1.2096969233099763e-12,0.014346672953089543,0.014346672953089556,0.0004396664627342155,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,1980081717737.117,1980081717737.117,rank1
AR-S2,0,1,core,cubic_bspline,40,24,0.0038478646957595783,1.2098212213337113e-12,1.2098151001723215e-12,0.0038478646957595796,0.003847864695759583,0.00011792121179566996,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,531069925502.0566,531069925502.0566,rank1
AR-S2,0,1,core,cubic_bspline,48,24,0.0012551015671772073,1.2098212213337113e-12,1.2098200626506919e-12,0.0012551015671772078,0.0012551015671772212,3.846369595357252e-05,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,173225086763.80127,173225086763.80127,rank1
AR-S2,0,1,core,discrete_identity,64,24,0.0,1.2098212213337113e-12,1.2098212213337113e-12,0.0,1.2098689145954775e-12,3.707749922712133e-14,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,166.98221170309347,166.98221170309347,rank1
AR-S2,0,1,core,cubic_bspline,32,28,0.01434667295308954,1.5268730880177917e-13,1.5266979982222994e-13,0.014346672953089515,0.014346672953089555,0.00043966646273421544,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,1980081717737.1167,1980081717737.1167,rank1
AR-S2,0,1,core,cubic_bspline,40,28,0.0038478646957595783,1.5268730880177917e-13,1.52684135564981e-13,0.0038478646957595714,0.0038478646957595952,0.00011792121179567034,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,531069925502.0583,531069925502.0583,rank1
AR-S2,0,1,core,cubic_bspline,48,28,0.0012551015671772073,1.5268730880177917e-13,1.5268411596598573e-13,0.0012551015671772052,0.0012551015671772075,3.84636959535721e-05,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,173225086763.79938,173225086763.79938,rank1
AR-S2,0,1,core,discrete_identity,64,28,0.0,1.5268730880177917e-13,1.5268730880177917e-13,0.0,1.5272858125126726e-13,4.68048503007384e-15,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,21.079030637353732,21.079030637353732,rank1
AR-S2,0,1,core,cubic_bspline,32,32,0.01434667295308954,5.6689940669888015e-14,5.6681896417680945e-14,0.014346672953089515,0.014346672953089576,0.0004396664627342159,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,1980081717737.119,1980081717737.119,rank1
AR-S2,0,1,core,cubic_bspline,40,32,0.0038478646957595783,5.6689940669888015e-14,5.66855055691626e-14,0.003847864695759572,0.003847864695759578,0.00011792121179566984,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,531069925502.056,531069925502.056,rank1
AR-S2,0,1,core,cubic_bspline,48,32,0.0012551015671772073,5.6689940669888015e-14,5.6683986370688844e-14,0.0012551015671772052,0.0012551015671772147,3.8463695953572327e-05,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,173225086763.80038,173225086763.80038,rank1
AR-S2,0,1,core,discrete_identity,64,32,0.0,5.6689940669888015e-14,5.6689940669888015e-14,0.0,5.665693607585171e-14,1.7362585719624493e-15,0.0306458831376325,3.732061545430903e-18,1.1847276343165435e-18,1.3809088868428686e-16,1.217801924216049e-16,7.819413457708916,7.819413457708916,rank1
AR-S2,0,1,fit,cubic_bspline,32,24,0.014346672953089546,8.299799249243484e-15,8.302356231564923e-15,0.01434667295308955,0.014346672953089546,0.0024126001125362503,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,10865384967812.273,10865384967812.273,rank1
AR-S2,0,1,fit,cubic_bspline,40,24,0.0038478646957595974,8.299799249243484e-15,8.302520799407665e-15,0.003847864695759598,0.003847864695759618,0.0006470739821259223,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,2914162144783.447,2914162144783.447,rank1
AR-S2,0,1,fit,cubic_bspline,48,24,0.0012551015671771807,8.299799249243484e-15,8.302589009235831e-15,0.001255101567177181,0.001255101567177165,0.00021106344252197934,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,950545241093.5203,950545241093.5203,rank1
AR-S2,0,1,fit,discrete_identity,64,24,0.0,8.299799249243484e-15,8.299799249243484e-15,0.0,8.316205989447028e-15,1.3970161811166013e-15,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,6.291601552707279,6.291601552707279,rank1
AR-S2,0,1,fit,cubic_bspline,32,28,0.014346672953089546,4.059613397243291e-15,4.06444854582362e-15,0.014346672953089555,0.014346672953089567,0.002412600112536253,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,10865384967812.285,10865384967812.285,rank1
AR-S2,0,1,fit,cubic_bspline,40,28,0.0038478646957595974,4.059613397243291e-15,4.065818235434975e-15,0.0038478646957596,0.0038478646957595957,0.0006470739821259184,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,2914162144783.429,2914162144783.429,rank1
AR-S2,0,1,fit,cubic_bspline,48,28,0.0012551015671771807,4.059613397243291e-15,4.063964051378e-15,0.0012551015671771817,0.0012551015671771768,0.0002110634425219814,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,950545241093.5295,950545241093.5295,rank1
AR-S2,0,1,fit,discrete_identity,64,28,0.0,4.059613397243291e-15,4.059613397243291e-15,0.0,4.078634871983226e-15,6.831099284684956e-16,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,3.076453619303803,3.076453619303803,rank1
AR-S2,0,1,fit,cubic_bspline,32,32,0.014346672953089546,6.068234135328628e-15,6.072185229435246e-15,0.014346672953089544,0.014346672953089546,0.0024126001125362485,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,10865384967812.266,10865384967812.266,rank1
AR-S2,0,1,fit,cubic_bspline,40,32,0.0038478646957595974,6.068234135328628e-15,6.0732210280203925e-15,0.003847864695759597,0.0038478646957596082,0.0006470739821259205,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,2914162144783.4385,2914162144783.4385,rank1
AR-S2,0,1,fit,cubic_bspline,48,32,0.0012551015671771807,6.068234135328628e-15,6.072062038708285e-15,0.0012551015671771804,0.0012551015671771735,0.0002110634425219808,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,950545241093.5269,950545241093.5269,rank1
AR-S2,0,1,fit,discrete_identity,64,32,0.0,6.068234135328628e-15,6.068234135328628e-15,0.0,6.062195296371487e-15,1.0176336407904973e-15,0.16816443229903683,3.5132512277832476e-17,5.988060910390618e-18,2.1785064041525287e-16,2.0891761591629802e-16,4.583014485463765,4.583014485463765,rank1
AR-S2,0,2,core,cubic_bspline,32,24,0.01710032803128387,0.00018109783075914696,0.000181071350398952,0.017100327750870142,0.017101286665378367,0.00038468312807025945,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,1732458792232.9373,1732458792232.9373,rank1
AR-S2,0,2,core,cubic_bspline,40,24,0.0036792162792708746,0.00018109783075914696,0.00018109660502762482,0.0036792162189385373,0.003683670507795734,8.276639048218485e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,372746685334.36865,372746685334.36865,rank1
AR-S2,0,2,core,cubic_bspline,48,24,0.0015119474805475133,0.00018109783075914696,0.0001810976237655662,0.001511947455754373,0.0015227545873408297,3.4012253178341985e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,153177570740.01193,153177570740.01193,rank1
AR-S2,0,2,core,discrete_identity,64,24,0.0,0.00018109783075914696,0.00018109783075914696,0.0,0.00018109783075913175,4.073914833422222e-06,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,18347281325.739456,18347281325.739456,rank1
AR-S2,0,2,core,cubic_bspline,32,28,0.01710032803128387,8.636764816562082e-05,8.63550193758503e-05,0.01710032796750504,0.0171005460721839,0.0003846831280695889,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,1732458792229.9175,1732458792229.9175,rank1
AR-S2,0,2,core,cubic_bspline,40,28,0.0036792162792708746,8.636764816562082e-05,8.63670636000811e-05,0.0036792162655485583,0.003680229843274263,8.276639047905897e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,372746685320.29095,372746685320.29095,rank1
AR-S2,0,2,core,cubic_bspline,48,28,0.0015119474805475133,8.636764816562082e-05,8.636754944797599e-05,0.0015119474749084262,0.0015144122746239186,3.401225317063851e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,153177570705.31857,153177570705.31857,rank1
AR-S2,0,2,core,discrete_identity,64,28,0.0,8.636764816562082e-05,8.636764816562082e-05,0.0,8.636764816562396e-05,1.942897060195654e-06,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,8750030476.31638,8750030476.31638,rank1
AR-S2,0,2,core,cubic_bspline,32,32,0.01710032803128387,4.637295085993175e-05,4.6366170146791014e-05,0.01710032801289714,0.017100390890247136,0.00038468312806955553,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,1732458792229.767,1732458792229.767,rank1
AR-S2,0,2,core,cubic_bspline,40,32,0.0036792162792708746,4.637295085993175e-05,4.6372636992076466e-05,0.0036792162753148823,0.003679508506732036,8.276639047890359e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,372746685319.5912,372746685319.5912,rank1
AR-S2,0,2,core,cubic_bspline,48,32,0.0015119474805475133,4.637295085993175e-05,4.6372897855971364e-05,0.001511947478921827,0.0015126584642904239,3.4012253170257394e-05,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,153177570703.60217,153177570703.60217,rank1
AR-S2,0,2,core,discrete_identity,64,32,0.0,4.637295085993175e-05,4.637295085993175e-05,0.0,4.637295085991975e-05,1.0431900348329306e-06,0.02249565782397865,7.05655836241552e-18,1.024389591857987e-18,3.2102137078819864e-16,3.1368535286368773e-16,4698110252.150201,4698110252.150201,rank1
AR-S2,0,2,fit,cubic_bspline,32,24,0.017100328031283866,0.0001819542364836341,0.0001819276308986737,0.017100327748210648,0.017101295753257903,0.00038983454197669435,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,1755658697982.3887,1755658697982.3887,rank1
AR-S2,0,2,fit,cubic_bspline,40,24,0.0036792162792708767,0.0001819542364836341,0.00018195300495564822,0.003679216218366339,0.003683712709436508,8.387474149585604e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,377738254546.53394,377738254546.53394,rank1
AR-S2,0,2,fit,cubic_bspline,48,24,0.0015119474805475118,0.0001819542364836341,0.0001819540285111563,0.0015119474555192296,0.0015228566749452847,3.4467722059837235e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,155228820224.9928,155228820224.9928,rank1
AR-S2,0,2,fit,discrete_identity,64,24,0.0,0.0001819542364836341,0.0001819542364836341,0.0,0.0001819542364836337,4.1479933198017226e-06,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,18680901169.394344,18680901169.394344,rank1
AR-S2,0,2,fit,cubic_bspline,32,28,0.017100328031283866,8.643766027833773e-05,8.642502125129861e-05,0.01710032796740158,0.01710054642582542,0.0003898345419760009,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,1755658697979.2656,1755658697979.2656,rank1
AR-S2,0,2,fit,cubic_bspline,40,28,0.0036792162792708767,8.643766027833773e-05,8.643707523893585e-05,0.0036792162655263022,0.0036802314869621403,8.387474149262508e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,377738254531.983,377738254531.983,rank1
AR-S2,0,2,fit,cubic_bspline,48,28,0.0015119474805475118,8.643766027833773e-05,8.643756148067536e-05,0.0015119474748992775,0.0015144162690517815,3.446772205187477e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,155228820189.13306,155228820189.13306,rank1
AR-S2,0,2,fit,discrete_identity,64,28,0.0,8.643766027833773e-05,8.643766027833773e-05,0.0,8.64376602783248e-05,1.970511071040832e-06,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,8874392925.268929,8874392925.268929,rank1
AR-S2,0,2,fit,cubic_bspline,32,32,0.017100328031283866,4.6328112575915753e-05,4.6321338419089e-05,0.017100328012932695,0.017100390768748704,0.0003898345419759672,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,1755658697979.1138,1755658697979.1138,rank1
AR-S2,0,2,fit,cubic_bspline,40,32,0.0036792162792708767,4.6328112575915753e-05,4.6327799011554645e-05,0.003679216275322537,0.0036795079419146503,8.387474149246642e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,377738254531.26843,377738254531.26843,rank1
AR-S2,0,2,fit,cubic_bspline,48,32,0.0015119474805475118,4.6328112575915753e-05,4.63280596232091e-05,0.0015119474789249696,0.0015126570903685984,3.4467722051486954e-05,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,155228820187.38647,155228820187.38647,rank1
AR-S2,0,2,fit,discrete_identity,64,32,0.0,4.6328112575915753e-05,4.6328112575915753e-05,0.0,4.632811257591168e-05,1.0561375497359682e-06,0.02279690432036093,5.6519220800119275e-18,1.0988501452897414e-18,2.575224112784992e-16,2.479249814179351e-16,4756420675.442895,4756420675.442895,rank1
AR-S2,1,0,core,cubic_bspline,32,24,0.012317454882003014,0.0001833937486772094,0.00018337983592769537,0.012317454674864321,0.012318819867763509,0.00031008057789616507,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,1396478775067.997,1396478775067.997,rank1
AR-S2,1,0,core,cubic_bspline,40,24,0.0038435900267352113,0.0001833937486772094,0.0001833923940173789,0.0038435899620987883,0.0038479627160098303,9.675883761252052e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,435763065016.54974,435763065016.54974,rank1
AR-S2,1,0,core,cubic_bspline,48,24,0.001082530516176886,0.0001833937486772094,0.00018339364122014874,0.0010825304979723172,0.0010979551657942027,2.7251708362443972e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,122730783626.3121,122730783626.3121,rank1
AR-S2,1,0,core,discrete_identity,64,24,0.0,0.0001833937486772094,0.0001833937486772094,0.0,0.00018339374867721168,4.616768652041073e-06,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,20792077580.987965,20792077580.987965,rank1
AR-S2,1,0,core,cubic_bspline,32,28,0.012317454882003014,7.382851645050161e-05,7.382291561806143e-05,0.012317454848434042,0.012317676103594,0.0003100805778950396,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,1396478775062.9285,1396478775062.9285,rank1
AR-S2,1,0,core,cubic_bspline,40,28,0.0038435900267352113,7.382851645050161e-05,7.382797110735124e-05,0.0038435900162602102,0.0038442990080034445,9.675883760890534e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,435763065000.26843,435763065000.26843,rank1
AR-S2,1,0,core,cubic_bspline,48,28,0.001082530516176886,7.382851645050161e-05,7.382847319169034e-05,0.001082530513226647,0.00108504514279729,2.72517083492493e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,122730783566.88858,122730783566.88858,rank1
AR-S2,1,0,core,discrete_identity,64,28,0.0,7.382851645050161e-05,7.382851645050161e-05,0.0,7.382851645050019e-05,1.858564879303989e-06,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,8370232097.877336,8370232097.877336,rank1
AR-S2,1,0,core,cubic_bspline,32,32,0.012317454882003014,3.577675765061045e-05,3.577404352828615e-05,0.01231745487574469,0.012317506831837785,0.00031008057789501045,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,1396478775062.797,1396478775062.797,rank1
AR-S2,1,0,core,cubic_bspline,40,32,0.0038435900267352113,3.577675765061045e-05,3.577649338131736e-05,0.0038435900247823377,0.0038437565285924366,9.675883760881192e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,435763064999.8477,435763064999.8477,rank1
AR-S2,1,0,core,cubic_bspline,48,32,0.001082530516176886,3.577675765061045e-05,3.577673668770432e-05,0.0010825305156268675,0.0010831215505852456,2.725170834891746e-05,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,122730783565.3941,122730783565.3941,rank1
AR-S2,1,0,core,discrete_identity,64,32,0.0,3.577675765061045e-05,3.577675765061045e-05,0.0,3.577675765061262e-05,9.006469107283336e-07,0.02517407864412529,5.034134848199423e-18,1.2093226681535726e-18,2.142956158065731e-16,1.9997295310643695e-16,4056153091.5485115,4056153091.5485115,rank1
AR-S2,1,0,fit,cubic_bspline,32,24,0.01231745488200301,0.00010915112253470635,0.00010914284203311886,0.012317454808628132,0.012317938420456066,0.0003650460215973275,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,1644021126838.8062,1644021126838.8062,rank1
AR-S2,1,0,fit,cubic_bspline,40,24,0.0038435900267352113,0.00010915112253470635,0.00010915031627689809,0.0038435900038390077,0.003845139540401863,0.00011391048405356792,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,513007213537.24133,513007213537.24133,rank1
AR-S2,1,0,fit,cubic_bspline,48,24,0.0010825305161768868,0.00010915112253470635,0.00010915105857908856,0.0010825305097282702,0.001088019426316979,3.208239542971271e-05,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,144486264102.40707,144486264102.40707,rank1
AR-S2,1,0,fit,discrete_identity,64,24,0.0,0.00010915112253470635,0.00010915112253470635,0.0,0.0001091511225347036,3.2348552047367246e-06,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,14568492694.649822,14568492694.649822,rank1
AR-S2,1,0,fit,cubic_bspline,32,28,0.01231745488200301,4.394628279578916e-05,4.39429489110257e-05,0.012317454870108798,0.012317533265753312,0.00036504602159716096,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,1644021126838.0562,1644021126838.0562,rank1
AR-S2,1,0,fit,cubic_bspline,40,28,0.0038435900267352113,4.394628279578916e-05,4.3945958181325415e-05,0.0038435900230236924,0.003843841248134332,0.0001139104840530343,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,513007213534.8381,513007213534.8381,rank1
AR-S2,1,0,fit,cubic_bspline,48,28,0.0010825305161768868,4.394628279578916e-05,4.394625704606342e-05,0.0010825305151315535,0.0010834221670071847,3.208239542780078e-05,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,144486264093.7965,144486264093.7965,rank1
AR-S2,1,0,fit,discrete_identity,64,28,0.0,4.394628279578916e-05,4.394628279578916e-05,0.0,4.394628279578588e-05,1.3024131894345056e-06,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,5865547554.619658,5865547554.619658,rank1
AR-S2,1,0,fit,cubic_bspline,32,32,0.01231745488200301,2.129921858347402e-05,2.1297602766721826e-05,0.012317454879209083,0.012317473294392155,0.0003650460215971568,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,1644021126838.0374,1644021126838.0374,rank1
AR-S2,1,0,fit,cubic_bspline,40,32,0.0038435900267352113,2.129921858347402e-05,2.1299061254254477e-05,0.003843590025863383,0.003843649040121723,0.00011391048405302033,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,513007213534.7752,513007213534.7752,rank1
AR-S2,1,0,fit,cubic_bspline,48,32,0.0010825305161768868,2.129921858347402e-05,2.1299206103491496e-05,0.00108253051593134,0.0010827400309561047,3.20823954277525e-05,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,144486264093.57907,144486264093.57907,rank1
AR-S2,1,0,fit,discrete_identity,64,32,0.0,2.129921858347402e-05,2.129921858347402e-05,0.0,2.129921858347262e-05,6.312338938123651e-07,0.02963648132622942,4.943316657357684e-18,1.3057858153756198e-18,1.8296819877539838e-16,1.6679836593768165e-16,2842824728.9569945,2842824728.9569945,rank1
AR-S2,1,1,core,cubic_bspline,32,24,0.014346672953089537,8.147263632518643e-15,8.151778837421635e-15,0.014346672953089543,0.014346672953089574,0.000417142500290029,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,1878642808866.5715,1878642808866.5715,rank1
AR-S2,1,1,core,cubic_bspline,40,24,0.0038478646957595996,8.147263632518643e-15,8.155992240579231e-15,0.003847864695759601,0.0038478646957595796,0.00011188014846475056,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,503863394936.0064,503863394936.0064,rank1
AR-S2,1,1,core,cubic_bspline,48,24,0.0012551015671771776,8.147263632518643e-15,8.156547918266518e-15,0.001255101567177178,0.0012551015671771585,3.649321397108067e-05,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,164350824841.7107,164350824841.7107,rank1
AR-S2,1,1,core,discrete_identity,64,24,0.0,8.147263632518643e-15,8.147263632518643e-15,0.0,8.165294027267626e-15,2.3703111302978195e-16,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,1.06749323231614,1.06749323231614,rank1
AR-S2,1,1,core,cubic_bspline,32,28,0.014346672953089537,2.2617521860572802e-14,2.261701904150047e-14,0.014346672953089543,0.014346672953089572,0.00041714250029002903,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,1878642808866.5718,1878642808866.5718,rank1
AR-S2,1,1,core,cubic_bspline,40,28,0.0038478646957595996,2.2617521860572802e-14,2.2619027568294908e-14,0.0038478646957596004,0.003847864695759615,0.00011188014846475161,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,503863394936.0111,503863394936.0111,rank1
AR-S2,1,1,core,cubic_bspline,48,28,0.0012551015671771776,2.2617521860572802e-14,2.261643036485785e-14,0.0012551015671771778,0.001255101567177184,3.649321397108143e-05,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,164350824841.7141,164350824841.7141,rank1
AR-S2,1,1,core,discrete_identity,64,28,0.0,2.2617521860572802e-14,2.2617521860572802e-14,0.0,2.2615421398625656e-14,6.574135747522078e-16,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,2.9607275302823486,2.9607275302823486,rank1
AR-S2,1,1,core,cubic_bspline,32,32,0.014346672953089537,7.77341644298296e-15,7.774461464034335e-15,0.014346672953089551,0.01434667295308954,0.00041714250029002806,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,1878642808866.5674,1878642808866.5674,rank1
AR-S2,1,1,core,cubic_bspline,40,32,0.0038478646957595996,7.77341644298296e-15,7.77395136034499e-15,0.0038478646957596026,0.00384786469575961,0.0001118801484647515,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,503863394936.0106,503863394936.0106,rank1
AR-S2,1,1,core,cubic_bspline,48,32,0.0012551015671771776,7.77341644298296e-15,7.781111887705022e-15,0.0012551015671771787,0.0012551015671771637,3.649321397108083e-05,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,164350824841.7114,164350824841.7114,rank1
AR-S2,1,1,core,discrete_identity,64,32,0.0,7.77341644298296e-15,7.77341644298296e-15,0.0,7.830041817815485e-15,2.272346000617125e-16,0.029075905030664068,7.135559685139801e-18,9.711501835801124e-19,2.5281651849852443e-16,2.454114387020623e-16,1.023373660163612,1.023373660163612,rank1
