scenario,seed,variable,lag_basis_type,lag_basis_count,amplitude_basis_count,projection_surface_nrmse,identity_reference_nrmse,reference_ratio,prediction_grade_pass,structural_grade_pass
AR-S4,2,0,cubic_bspline,28,16,0.0397465933018195,0.009961558855278383,3.989997336687798,True,False
AR-S4,2,0,cubic_bspline,32,16,0.018946647910469603,0.009961558855278383,1.9019762053034746,True,True
AR-S4,2,0,cubic_bspline,40,16,0.010860586410301446,0.009961558855278383,1.090249685624925,True,True
AR-S4,2,0,discrete_identity,64,16,0.009961558855278383,0.009961558855278383,1.0,True,True
AR-S4,2,1,cubic_bspline,24,16,0.07813804956698625,0.013206664030801016,5.916562228337915,True,False
AR-S4,2,1,cubic_bspline,28,16,0.029060830897474233,0.013206664030801016,2.2004671906317603,True,False
AR-S4,2,1,cubic_bspline,32,16,0.018382664967211824,0.013206664030801016,1.3919234202020412,True,True
AR-S4,2,1,cubic_bspline,40,16,0.013679960101904134,0.013206664030801016,1.0358376702851895,True,True
AR-S4,2,1,discrete_identity,64,16,0.013206664030801016,0.013206664030801016,1.0,True,True
AR-S4,2,2,cubic_bspline,24,16,0.0775737167858106,0.017759055318711563,4.3681218056726365,True,False
AR-S4,2,2,cubic_bspline,28,16,0.043572101895569086,0.017759055318711563,2.4535146218988344,True,False
AR-S4,2,2,cubic_bspline,32,16,0.0242127314052641,0.017759055318711563,1.3634019924332754,True,True
AR-S4,2,2,cubic_bspline,40,16,0.018244302835639305,0.017759055318711563,1.0273239487247088,True,True
AR-S4,2,2,discrete_identity,64,16,0.017759055318711563,0.017759055318711563,1.0,True,True
AR-S4,3,0,cubic_bspline,24,16,0.08720472518372889,0.01023889412077404,8.51700624648479,True,False
AR-S4,3,0,cubic_bspline,28,16,0.03969134548212874,0.01023889412077404,3.876526606676948,True,False
AR-S4,3,0,cubic_bspline,32,16,0.019086693657258933,0.01023889412077404,1.8641362467586506,True,True
AR-S4,3,0,cubic_bspline,40,16,0.011112265959838614,0.01023889412077404,1.085299430657512,True,True
AR-S4,3,0,discrete_identity,64,16,0.01023889412077404,0.01023889412077404,1.0,True,True
AR-S4,3,1,cubic_bspline,24,16,0.07610865932892907,0.013555236501950488,5.614705381051644,True,False
AR-S4,3,1,cubic_bspline,28,16,0.03059138454892996,0.013555236501950488,2.2567946007085977,True,False
AR-S4,3,1,cubic_bspline,32,16,0.018629075288684706,0.013555236501950488,1.3743083926277593,True,True
AR-S4,3,1,cubic_bspline,40,16,0.014013830210964959,0.013555236501950488,1.0338314797346755,True,True
AR-S4,3,1,discrete_identity,64,16,0.013555236501950488,0.013555236501950488,1.0,True,True
AR-S4,3,2,cubic_bspline,24,16,0.07707698110599555,0.0173614041173992,4.439559184544917,True,False
AR-S4,3,2,cubic_bspline,28,16,0.043085895293431764,0.0173614041173992,2.4817056847523107,True,False
AR-S4,3,2,cubic_bspline,32,16,0.02383333533939798,0.0173614041173992,1.3727769469701336,True,True
AR-S4,3,2,cubic_bspline,40,16,0.0178576236713143,0.0173614041173992,1.0285817639264443,True,True
AR-S4,3,2,discrete_identity,64,16,0.0173614041173992,0.0173614041173992,1.0,True,True
AR-S4,4,0,cubic_bspline,24,16,0.08666741470177267,0.009140242215002356,9.481960397014525,True,False
AR-S4,4,0,cubic_bspline,28,16,0.039876563953719586,0.009140242215002356,4.362746961811155,True,False
AR-S4,4,0,cubic_bspline,32,16,0.018471126958545074,0.009140242215002356,2.0208574919631177,True,False
AR-S4,4,0,cubic_bspline,40,16,0.010109666533904917,0.009140242215002356,1.1060611191803422,True,True
AR-S4,4,0,discrete_identity,64,16,0.009140242215002356,0.009140242215002356,1.0,True,True
AR-S4,4,1,cubic_bspline,24,16,0.0765031130048805,0.012541015339142564,6.100232791048564,True,False
AR-S4,4,1,cubic_bspline,28,16,0.030004091492849477,0.012541015339142564,2.3924770587913877,True,False
AR-S4,4,1,cubic_bspline,32,16,0.017827833615271748,0.012541015339142564,1.4215622206942176,True,True
AR-S4,4,1,cubic_bspline,40,16,0.013036889712286323,0.012541015339142564,1.0395402094434933,True,True
AR-S4,4,1,discrete_identity,64,16,0.012541015339142564,0.012541015339142564,1.0,True,True
AR-S4,4,2,cubic_bspline,24,16,0.07778340604894048,0.017765159617147523,4.37842427117071,True,False
AR-S4,4,2,cubic_bspline,28,16,0.04333724443572848,0.017765159617147523,2.439451452712979,True,False
AR-S4,4,2,cubic_bspline,32,16,0.024225530986433385,0.017765159617147523,1.363654000780837,True,True
AR-S4,4,2,cubic_bspline,40,16,0.0182512196123571,0.017765159617147523,1.0273602942886264,True,True
AR-S4,4,2,discrete_identity,64,16,0.017765159617147523,0.017765159617147523,1.0,True,True
