scenario,seed,variable,lag_basis_type,lag_basis_count,amplitude_basis_count,surface_nrmse,domain_lower,domain_upper
AR-S3,4,1,discrete_identity,64,16,0.007010773154263326,-2.2906900525016143,2.279082864773441
AR-S3,4,1,cubic_bspline,32,20,0.016403837572032516,-2.2906900525016143,2.279082864773441
AR-S3,4,1,discrete_identity,64,20,0.0019971227292395225,-2.2906900525016143,2.279082864773441
AR-S3,4,1,cubic_bspline,32,24,0.016290510569418513,-2.2906900525016143,2.279082864773441
AR-S3,4,1,discrete_identity,64,24,0.0005314250807332394,-2.2906900525016143,2.279082864773441
AR-S3,4,2,cubic_bspline,32,16,0.016836495580983647,-2.257215117611226,2.3981551057401846
AR-S3,4,2,discrete_identity,64,16,0.0008306031501506765,-2.257215117611226,2.3981551057401846
AR-S3,4,2,cubic_bspline,32,20,0.0168178624843769,-2.257215117611226,2.3981551057401846
AR-S3,4,2,discrete_identity,64,20,0.0002501986895742714,-2.257215117611226,2.3981551057401846
AR-S3,4,2,cubic_bspline,32,24,0.016816300716420207,-2.257215117611226,2.3981551057401846
AR-S3,4,2,discrete_identity,64,24,0.0001002617730695737,-2.257215117611226,2.3981551057401846
AR-S4U,0,0,cubic_bspline,32,16,0.07375632360113545,-2.2392036121985504,2.3304662560063854
AR-S4U,0,0,discrete_identity,64,16,0.07213748705931114,-2.2392036121985504,2.3304662560063854
AR-S4U,0,0,cubic_bspline,32,20,0.04080284066145556,-2.2392036121985504,2.3304662560063854
