scenario,seed,variable,truth_class,rank_010,rank_005,rank_002,sigma_1_to_12,tail_1_to_12,cumulative_1_to_12,tail_beyond_rank_max,tail_curve_max_abs_error,normalized_spectrum_l1_distance,estimated_tail_after_rank1,task_spectrum_pass,task_class_pass,seed_gate_pass
AR-S4U,1,0,higher_rank,4,5,6,"[0.02417786735790056, 0.011524088017906312, 0.006801338534455684, 0.004299481075779141, 0.002206542804957795, 0.001067053385150706, 0.0004289086882522366, 0.00018239301625208368, 4.3370134622831295e-05, 2.2125289816314955e-05, 1.2064957415188084e-05, 7.275832492711983e-06]","[0.5084145921547389, 0.3000422851549176, 0.17705295837903776, 0.08887749943169475, 0.04151136604799788, 0.016700243410181836, 0.006748712198246875, 0.0018292929848646414, 0.000979970020395704, 0.0005825667745763452, 0.00039337005301751376, 0.00029595526737601324]","[0.7415146024841305, 0.9099746271190151, 0.9686522499292307, 0.9921007900947691, 0.9982768064888292, 0.9997211018700408, 0.9999544548836654, 0.9999966536871756, 0.9999990396587592, 0.9999996606159532, 0.9999998452600015, 0.9999999124104798]",0.00029595526737601324,0.001523342166956803,0.0002681691307616497,0.5084145921547389,True,True,True
AR-S4U,1,1,higher_rank,4,5,6,"[0.02952192008479741, 0.022381599703767074, 0.006479031544930758, 0.004529348518361817, 0.00202861002035693, 0.0009683743409732832, 0.00037474786947963714, 0.0001797359565771785, 4.546020518312758e-05, 1.339607198636665e-05, 1.0632282211179888e-05, 8.370601454234727e-06]","[0.6283674759484192, 0.2168455110082097, 0.13369650980003753, 0.060251284338597805, 0.027799232967325005, 0.011030579652793155, 0.004915517554860102, 0.0013158282871329715, 0.0005444670231015588, 0.00041453633056414416, 0.0003055283140293505, 0.0002114159872190755]","[0.6051543151702128, 0.9529780243555884, 0.9821252432672885, 0.9963697827355494, 0.9992272026464284, 0.9998783263125234, 0.9999758376871678, 0.9999982685959188, 0.9999997035556607, 0.9999998281596306, 0.9999999066524493, 0.9999999553032803]",0.0002114159872190755,0.0006423907894492504,0.00014396015137188705,0.6283674759484192,True,True,True
AR-S4U,1,2,higher_rank,4,5,6,"[0.021407903388414192, 0.013009980897063907, 0.007471380698297953, 0.005718856178462476, 0.0022895438178386815, 0.0011532859480131708, 0.00045375048372364447, 0.00017484718832924868, 6.367250577892282e-05, 2.3010639785684234e-05, 1.0395312082986631e-05, 9.410427259315035e-06]","[0.6050012476635179, 0.363161429891848, 0.2338100847251261, 0.09708357384217567, 0.04662444599517861, 0.018273694698819513, 0.00700833370853834, 0.0026127577638009537, 0.0011037488870252665, 0.0006969991707647213, 0.0005799334010743085, 0.00046240806710399747]","[0.6339734903255867, 0.8681137758389085, 0.9453328442808295, 0.990574779690031, 0.9978261610356429, 0.9996660720820546, 0.99995088325863, 0.9999931734968678, 0.9999987817383945, 0.999999514192156, 0.9999996636772505, 0.9999997861787796]",0.00046240806710399747,0.0007180900377524351,0.00024775123389032306,0.6050012476635179,True,True,True
AR-S4U,2,0,higher_rank,4,5,6,"[0.024412941283307326, 0.01154671868606032, 0.00679416262467998, 0.004300217865627378, 0.00222157274576331, 0.001057262731583696, 0.0004648696741463305, 0.00016611841790591063, 6.297317978494539e-05, 1.7850491089524803e-05, 1.1224084415285454e-05, 8.186952156719224e-06]","[0.5052365446137194, 0.2977621631861352, 0.1760146013905183, 0.08873649787091023, 0.041316270683019164, 0.017614035395446873, 0.006341642323437681, 0.0023945789135050547, 0.0008824221348662749, 0.0006168503585321959, 0.00047231650454393037, 0.0003732675555053184]","[0.7447360339867891, 0.9113376941747133, 0.9690188600973368, 0.9921258339456058, 0.9982929657768473, 0.9996897457570878, 0.9999597835726415, 0.9999942659918268, 0.9999992213311757, 0.999999619495635, 0.9999997769171194, 0.9999998606713318]",0.0003732675555053184,0.0008782454439683193,0.00023486219707841063,0.5052365446137194,True,True,True
AR-S4U,2,1,higher_rank,4,5,6,"[0.03138254340636396, 0.025942180837012014, 0.006500225302514259, 0.004497105134333939, 0.0020676967408957084, 0.0010234781528273612, 0.0003985111589835588, 0.00018986076661100891, 5.4871999144417826e-05, 1.311495221741244e-05, 8.460616727949317e-06, 6.707597811345674e-06]","[0.6552468379943531, 0.1984930887240153, 0.12213616475870931, 0.05656009892582392, 0.02686638768877156, 0.010717005377775531, 0.004778659108743795, 0.001396103530745833, 0.00045222038226903373, 0.00032379252769725557, 0.0002517248836333047, 0.00019312211837454782]","[0.5706515812984019, 0.9606004937288002, 0.9850827572580334, 0.996800955209501, 0.9992781972125566, 0.9998851457957327, 0.9999771644171225, 0.9999980508949314, 0.9999997954967259, 0.999999895158399, 0.999999936634583, 0.9999999627038474]",0.00019312211837454782,0.00041667840814811445,7.029797342033516e-05,0.6552468379943531,True,True,True
AR-S4U,2,2,higher_rank,4,5,6,"[0.021396453019439887, 0.013032395344687184, 0.007465100997480281, 0.0057074955668805225, 0.0022566647521543755, 0.0011266096502343887, 0.0003924182969262168, 0.00015837774494756015, 4.497860323730224e-05, 2.5424817523268875e-05, 2.1199067848476164e-05, 1.835521699719074e-05]","[0.6052725467602226, 0.36232219319922593, 0.2326918381650242, 0.09517481624942174, 0.044830199638346946, 0.015905934938741196, 0.0063135323808345785, 0.0022678180339174314, 0.001530651050590727, 0.001203408078306136, 0.0009089460147926574, 0.0005998879001036686]","[0.6336451441383942, 0.8687226283153029, 0.9458545084513823, 0.9909417543518889, 0.997990253200386, 0.9997470012337246, 0.9999601393088763, 0.9999948570013651, 0.9999976571073614, 0.9999985518089972, 0.9999991738171423, 0.9999996401345075]",0.0005998879001036686,0.002737519916871954,0.0012169213250082247,0.6052725467602226,True,True,True
AR-S4U,3,0,higher_rank,4,5,6,"[0.02447205738091201, 0.011552048320464397, 0.006792127324429612, 0.004300732483003566, 0.0022250688276073353, 0.0010669805774350025, 0.00047371630699866017, 0.00017226461644357383, 6.990497362239054e-05, 1.7136655117995357e-05, 6.931757334192951e-06, 5.902938672746915e-06]","[0.5044622085509162, 0.29724919178159104, 0.1758647632295139, 0.08890046129877398, 0.041714795132171155, 0.017970182256607625, 0.006601073706598558, 0.0025754847711520626, 0.0007415562072740925, 0.00042934453950648887, 0.0003528776022990472, 0.0002848617007661539]","[0.745517880143932, 0.9116429179851909, 0.9690715850542271, 0.9920967079808652, 0.9982598758670811, 0.9996770725496644, 0.9999564258259201, 0.9999933668781936, 0.9999994500943915, 0.9999998156632665, 0.9999998754773979, 0.9999999188538116]",0.0002848617007661539,0.0006261857314847933,0.00012482663612621044,0.5044622085509162,True,True,True
AR-S4U,3,1,higher_rank,4,5,6,"[0.02825104853218805, 0.023772472463323282, 0.006482190591830422, 0.004535310023834946, 0.0020338170422612985, 0.0009817273859470078, 0.00038695595234916494, 0.00018632041722318107, 5.40044585194921e-05, 1.3193730009024529e-05, 6.828348934296488e-06, 6.00481192935463e-06]","[0.6650659972579589, 0.21777999860721023, 0.13441545015105563, 0.06078575174181297, 0.028365325733920362, 0.011451846957202848, 0.0051495239056433785, 0.0015034284932722592, 0.00047160050117191145, 0.0003174469149683722, 0.00026113675098556765, 0.00020735731061176775]","[0.5576872192912767, 0.9525718722066436, 0.9819324867606892, 0.9963050923851828, 0.9991954082960087, 0.9998688552012689, 0.9999734824035453, 0.9999977397027657, 0.9999997775929674, 0.9999998992274564, 0.9999999318075975, 0.999999957002946]",0.00020735731061176775,0.00038937334868527004,6.123902646792497e-05,0.6650659972579589,True,True,True
AR-S4U,3,2,higher_rank,4,5,6,"[0.02154438961757033, 0.013108317841807477, 0.00750002653378112, 0.005750276750053593, 0.0023014331857805948, 0.0011867504970710478, 0.00042489548141599784, 0.00019571466958313353, 4.754487095411256e-05, 2.3111740131842285e-05, 1.4504030701676524e-05, 9.185591509127431e-06]","[0.6050631657307026, 0.3625438768736702, 0.23370406317260484, 0.09726353296357892, 0.0471879316882116, 0.01741545814207133, 0.007532739574908734, 0.002104887005882471, 0.0011590479883953585, 0.0007835220013985851, 0.000571499117832227, 0.00045976213627762103]","[0.6338985654759404, 0.8685619373414091, 0.9453824108566151, 0.9905398051554428, 0.9977732991029887, 0.9996967018177019, 0.9999432578344967, 0.9999955694506925, 0.9999986566077605, 0.9999993860932733, 0.9999996733887583, 0.999999788618778]",0.00045976213627762103,0.0010933989557456135,0.0002695850880715911,0.6050631657307026,True,True,True
AR-S4U,4,0,higher_rank,4,5,6,"[0.02421236477561615, 0.011528376594678794, 0.006802118680883005, 0.004300831148549604, 0.0022161974892788206, 0.0010682416906007731, 0.0004517958441883555, 0.0001879246249891184, 5.325949401045489e-05, 2.322659256780597e-05, 8.227758715918684e-06, 5.5870990975242235e-06]","[0.5080522484107316, 0.2998803319407496, 0.17713041821796574, 0.08925865833246308, 0.04185190975964835, 0.0175349157572378, 0.0070114745100053584, 0.002113983061185611, 0.0009376834543147155, 0.0004433362535036022, 0.0003329834302414732, 0.00026716031768746136]","[0.7418829128848002, 0.9100717865151058, 0.9686248149419284, 0.9920328919126885, 0.9982484176494701, 0.9996925267293865, 0.9999508392251955, 0.9999955310756169, 0.9999991207497394, 0.9999998034529662, 0.9999998891220351, 0.9999999286253646]",0.00026716031768746136,0.0006985181055387084,0.0001378421605024955,0.5080522484107316,True,True,True
AR-S4U,4,1,higher_rank,4,5,6,"[0.02763996050831376, 0.023798295888988068, 0.0064768216846376936, 0.004540338377077336, 0.0020220759902240554, 0.000983192922003928, 0.00036576483474082353, 0.0001957890010744352, 4.116799551423953e-05, 1.7620899659609106e-05, 1.1383744509989904e-05, 9.064148429039135e-06]","[0.6734799533258686, 0.22020271300791106, 0.13596035230971418, 0.06116087178307168, 0.02856851415216214, 0.011169342273595364, 0.005391268623945115, 0.001283747885022338, 0.0006601565745344659, 0.00046230461800512675, 0.00034790382235312027, 0.00024954621581871805]","[0.5464247524681857, 0.9515107651839554, 0.9815147825998183, 0.9962593477627345, 0.9991838399991375, 0.9998752457931751, 0.9999709342226243, 0.9999983519913676, 0.9999995641932969, 0.99999978627444, 0.9999998789629302, 0.9999999377266859]",0.00024954621581871805,0.0006957275473048561,0.00013706707029343226,0.6734799533258686,True,True,True
AR-S4U,4,2,higher_rank,4,5,6,"[0.021460110278925325, 0.013000415773059961, 0.007482851331216729, 0.005730323588916698, 0.0022830531913539992, 0.00115822053690849, 0.00042529380719433653, 0.00018104815507513736, 5.087844158433964e-05, 2.279453223221975e-05, 1.3875200858266671e-05, 1.1689194687826835e-05]","[0.6040753185824431, 0.3630924996761611, 0.23370943085018556, 0.09663052922533463, 0.04636271987889853, 0.017308061095683787, 0.007080772101966615, 0.0022214675956556107, 0.0011683927900907186, 0.000805363900359514, 0.0006189658104991649, 0.0004412390490480427]","[0.6350930094795197, 0.8681638366789168, 0.9453799019316822, 0.9906625408216316, 0.9978504982054307, 0.999700431021108, 0.9999498626664399, 0.9999950650817213, 0.9999986348582879, 0.9999993513889878, 0.9999996168813252, 0.9999998053081014]",0.0004412390490480427,0.0012674643746082223,0.00047056403006240626,0.6040753185824431,True,True,True
