scenario,seed,variable,distribution,resolution_role,lag_basis_type,lag_basis_count,amplitude_basis_count,selected_lag_smoothing,selected_amplitude_smoothing,validation_contribution_mse,validation_contribution_r2,test_contribution_mse,test_contribution_r2,empirical_operator_nrmse,core_surface_nrmse,fit_surface_nrmse,e1b_projection_core_nrmse,estimator_to_projection_core_nrmse,kkt_relative_residual,design_condition_number,effective_rank,truth_rank_class,estimated_sigma1,estimated_sigma2,rank1_validation_mse,rank2_validation_mse,rank2_reducible_gap_capture,candidate_count,seed_gate_pass
AR-S3,2,2,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,4.411181797131827e-10,0.9999999921322441,4.115384788270537e-10,0.9999999926820892,8.870037116026587e-05,9.453856095550954e-05,0.9801944368061635,8.399880381806811e-05,nan,4.2700655237822496e-16,105085.01983506526,556.9758755946012,strong_rank2,0.023887119127441604,0.017480311728441607,0.019337773643665873,4.1469171274630215e-10,1.0000000013665724,25,True
AR-S3,3,0,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,5.309924858247405e-11,0.9999999987546876,4.9320062349541254e-11,0.9999999988389063,3.5288984217551234e-05,3.526494803200726e-05,0.5383631917207262,3.322755924559507e-05,nan,5.341860051200561e-16,209.79428865624035,676.6817397018326,weak_rank2,0.02579913901120704,0.0008767897694235036,4.950912038903438e-05,4.802163732897598e-11,1.0000001025592187,25,True
AR-S3,3,1,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,1.2812192588877478e-09,0.9999999731336404,1.2003420839512139e-09,0.999999974572084,0.00016390960791184814,0.0001677773167236453,0.8606065754148117,0.0001453528501902901,nan,4.799682047461798e-16,75.41718039385292,652.2918689645137,strong_rank2,0.02216889640424532,0.01579851734931417,0.015962751748175828,1.1731287452869975e-09,1.0000000067714214,25,True
AR-S3,3,2,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,8.960177767031485e-11,0.9999999983951191,8.116846639279136e-11,0.9999999985554857,4.006096483443758e-05,4.66093290496836e-05,0.9289021026083107,3.7662365450089555e-05,nan,4.2750013662907934e-16,535.093141974208,668.2686942302645,strong_rank2,0.02372445010587492,0.01757572359230254,0.019820316818602156,8.093299784536356e-11,1.0000000004373684,25,True
AR-S3,4,0,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,6.617693275121458e-11,0.9999999984141403,6.123126354975588e-11,0.9999999985341571,3.9822853106018045e-05,4.132932264130624e-05,0.5792641252530274,3.7885397077577945e-05,nan,4.740262601225468e-16,138.22532377522364,643.0357816515808,weak_rank2,0.025525305550829547,0.0008853338989590925,5.019859966666361e-05,6.088371634537259e-11,1.0000001054456382,25,True
AR-S3,4,1,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,2.1799711076426627e-09,0.9999999533443383,1.992412113782095e-09,0.9999999572118541,0.0002159992167326242,0.00020736197181635347,0.8892893981445306,0.00018878380232522187,nan,4.564343808936744e-16,73.41339226069383,608.5050553865228,strong_rank2,0.021923778837153116,0.015808998788525378,0.016090622431103298,2.0251524076510978e-09,1.000000009621674,25,True
AR-S3,4,2,SPACE,MOTHER,discrete_identity,64,28,0.0,0.0,1.4081319686446109e-10,0.9999999974375489,1.2939349423396813e-10,0.9999999976866649,5.0620659225469683e-05,5.4174198153522325e-05,0.9550893523603722,4.816528876652074e-05,nan,3.870554566282242e-16,158.68870640249958,632.8331667484774,strong_rank2,0.02374994806704747,0.017436166930440547,0.01914160503146358,1.3290684982420457e-10,1.0000000004130452,25,True
AR-S4U,0,0,SPACE,MOTHER,discrete_identity,64,28,1e-05,1e-05,4.731076332115346e-06,0.9999067011865755,4.2867643848996885e-06,0.9999161248624099,0.009659131090553306,0.009224431670172275,0.29156863481288237,0.008950994555807994,nan,4.886290214948944e-16,1217.5806995822336,618.58231091958,strong_rank2,0.02424425061082792,0.01152937551866472,0.01311859053778737,0.004599473964480435,0.649626953708528,25,True
AR-S4U,0,1,SPACE,MOTHER,discrete_identity,64,28,1e-05,0.0,1.0826856843521326e-05,0.9998954241478775,9.856783558730847e-06,0.9999038182782848,0.010226233525716832,0.009820082954849778,0.9320708368258519,0.00937964968064541,nan,5.448493762866281e-16,3801.528612434303,568.9524667562797,strong_rank2,0.030710080081238728,0.024319635347069102,0.04244248898772479,0.004402679259753242,0.8964958669457027,25,True
AR-S4U,0,2,SPACE,MOTHER,discrete_identity,64,28,1e-05,1e-05,1.404432921368797e-05,0.9996950768244869,1.3216386605117205e-05,0.9997172026820171,0.017462049579390883,0.01692884161813092,1.1028064123539356,0.016778349335601954,nan,5.612506534382614e-16,97801.55607836359,602.9304176395706,strong_rank2,0.021564710451162625,0.012584568464669897,0.0164285721655128,0.00623310176664031,0.621124804840637,25,True
