regime,seed,selected_stages,truth_stages,exact_stage_vector,false_admission,folds_json
NULL,7,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009921524901175177, ""scores_json"": ""{\""A\"": 0.009921524901175177, \""C\"": 0.009921524901175177, \""K\"": 0.009921524901175177, \""W\"": 0.009921524901175177}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.009897124703746462, ""scores_json"": ""{\""A\"": 0.009897124703746462, \""C\"": 0.009897124703746462, \""K\"": 0.009907830431227513, \""W\"": 0.009897124703746462}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+A"", ""rmse"": 0.009810914350236346, ""scores_json"": ""{\""A\"": 0.009810914350236346, \""C\"": 0.00982101972176684, \""K\"": 0.009828447917830815, \""W\"": 0.00982101972176684}""}]"
NULL,8,K+C,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C"", ""rmse"": 0.009779581725104094, ""scores_json"": ""{\""A\"": 0.009779581725104094, \""C\"": 0.009779581725104094, \""K\"": 0.009804970988379876, \""W\"": 0.009779581725104094}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W+A"", ""rmse"": 0.009252026829883266, ""scores_json"": ""{\""A\"": 0.009252026829883266, \""C\"": 0.009278499404507062, \""K\"": 0.009304123341901317, \""W\"": 0.00926122295506538}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.010009951699862567, ""scores_json"": ""{\""A\"": 0.010009951699862567, \""C\"": 0.010009951699862567, \""K\"": 0.010057649075804668, \""W\"": 0.010009951699862567}""}]"
NULL,9,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.01025450828131261, ""scores_json"": ""{\""A\"": 0.01025450828131261, \""C\"": 0.01025450828131261, \""K\"": 0.01025450828131261, \""W\"": 0.01025450828131261}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010700635329285528, ""scores_json"": ""{\""A\"": 0.010700635329285528, \""C\"": 0.010700635329285528, \""K\"": 0.010700635329285528, \""W\"": 0.010700635329285528}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.01019048709019025, ""scores_json"": ""{\""A\"": 0.01019048709019025, \""C\"": 0.01019048709019025, \""K\"": 0.01019048709019025, \""W\"": 0.01019048709019025}""}]"
NULL,10,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.008770990079226678, ""scores_json"": ""{\""A\"": 0.008770990079226678, \""C\"": 0.008770990079226678, \""K\"": 0.008770990079226678, \""W\"": 0.008770990079226678}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C+W"", ""rmse"": 0.010124109287592163, ""scores_json"": ""{\""A\"": 0.010124109287592163, \""C\"": 0.010166375184589746, \""K\"": 0.010215120485829145, \""W\"": 0.010124109287592163}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.008918220048995059, ""scores_json"": ""{\""A\"": 0.008918220048995059, \""C\"": 0.008918220048995059, \""K\"": 0.008918220048995059, \""W\"": 0.008918220048995059}""}]"
NULL,11,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.011035783366223956, ""scores_json"": ""{\""A\"": 0.011035783366223956, \""C\"": 0.011035783366223956, \""K\"": 0.011035783366223956, \""W\"": 0.011035783366223956}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010190542568645166, ""scores_json"": ""{\""A\"": 0.010190542568645166, \""C\"": 0.010190542568645166, \""K\"": 0.010190542568645166, \""W\"": 0.010190542568645166}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.010941715566711434, ""scores_json"": ""{\""A\"": 0.010941715566711434, \""C\"": 0.010941715566711434, \""K\"": 0.010941715566711434, \""W\"": 0.010941715566711434}""}]"
NULL,12,K+C+A,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+A"", ""rmse"": 0.00984508688420783, ""scores_json"": ""{\""A\"": 0.00984508688420783, \""C\"": 0.009874533034415458, \""K\"": 0.009941313731356968, \""W\"": 0.009874533034415458}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.010050127460954973, ""scores_json"": ""{\""A\"": 0.010050127460954973, \""C\"": 0.010050127460954973, \""K\"": 0.01008054932278264, \""W\"": 0.010050127460954973}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.01071426607822315, ""scores_json"": ""{\""A\"": 0.01071426607822315, \""C\"": 0.01071426607822315, \""K\"": 0.01071426607822315, \""W\"": 0.01071426607822315}""}]"
NULL,13,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.00939592675276748, ""scores_json"": ""{\""A\"": 0.00939592675276748, \""C\"": 0.00939592675276748, \""K\"": 0.00939592675276748, \""W\"": 0.00939592675276748}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.008930722152626188, ""scores_json"": ""{\""A\"": 0.008930722152626188, \""C\"": 0.008930722152626188, \""K\"": 0.008930722152626188, \""W\"": 0.008930722152626188}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C+W+A"", ""rmse"": 0.00985884255775708, ""scores_json"": ""{\""A\"": 0.00985884255775708, \""C\"": 0.009941301086335995, \""K\"": 0.009966144163137437, \""W\"": 0.00986374898681381}""}]"
NULL,14,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010257224230033543, ""scores_json"": ""{\""A\"": 0.010257224230033543, \""C\"": 0.010257224230033543, \""K\"": 0.010257224230033543, \""W\"": 0.010257224230033543}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010310986400481302, ""scores_json"": ""{\""A\"": 0.010310986400481302, \""C\"": 0.010310986400481302, \""K\"": 0.010310986400481302, \""W\"": 0.010310986400481302}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+A"", ""rmse"": 0.010961664784304328, ""scores_json"": ""{\""A\"": 0.010961664784304328, \""C\"": 0.011003677943945238, \""K\"": 0.011003677943945238, \""W\"": 0.011003677943945238}""}]"
NULL,15,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009926724863006234, ""scores_json"": ""{\""A\"": 0.009926724863006234, \""C\"": 0.009926724863006234, \""K\"": 0.009926724863006234, \""W\"": 0.009926724863006234}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+W"", ""rmse"": 0.009089758906617413, ""scores_json"": ""{\""A\"": 0.009089758906617413, \""C\"": 0.00912849809946121, \""K\"": 0.00912849809946121, \""W\"": 0.009089758906617413}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.011534267736639401, ""scores_json"": ""{\""A\"": 0.011534267736639401, \""C\"": 0.011534267736639401, \""K\"": 0.011534267736639401, \""W\"": 0.011534267736639401}""}]"
NULL,16,K+W+A,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+W+A"", ""rmse"": 0.010328496115043674, ""scores_json"": ""{\""A\"": 0.010328496115043674, \""C\"": 0.010339667926573816, \""K\"": 0.010339667926573816, \""W\"": 0.010336860011771695}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010432108644349016, ""scores_json"": ""{\""A\"": 0.010432108644349016, \""C\"": 0.010432108644349016, \""K\"": 0.010432108644349016, \""W\"": 0.010432108644349016}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.00839846884853122, ""scores_json"": ""{\""A\"": 0.00839846884853122, \""C\"": 0.00839846884853122, \""K\"": 0.00839846884853122, \""W\"": 0.00839846884853122}""}]"
NULL,17,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009806168370936147, ""scores_json"": ""{\""A\"": 0.009806168370936147, \""C\"": 0.009806168370936147, \""K\"": 0.009806168370936147, \""W\"": 0.009806168370936147}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010477683691397866, ""scores_json"": ""{\""A\"": 0.010477683691397866, \""C\"": 0.010477683691397866, \""K\"": 0.010477683691397866, \""W\"": 0.010477683691397866}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.00950805321260424, ""scores_json"": ""{\""A\"": 0.00950805321260424, \""C\"": 0.00950805321260424, \""K\"": 0.009533132535720166, \""W\"": 0.00950805321260424}""}]"
NULL,18,K+C+W,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C+W"", ""rmse"": 0.010951577380065473, ""scores_json"": ""{\""A\"": 0.010951577380065473, \""C\"": 0.010970823051881034, \""K\"": 0.011018744245925537, \""W\"": 0.010951577380065473}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.010158474559067031, ""scores_json"": ""{\""A\"": 0.010158474559067031, \""C\"": 0.010158474559067031, \""K\"": 0.010196543493144888, \""W\"": 0.010158474559067031}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009983188755421665, ""scores_json"": ""{\""A\"": 0.009983188755421665, \""C\"": 0.009983188755421665, \""K\"": 0.009983188755421665, \""W\"": 0.009983188755421665}""}]"
NULL,19,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009440236925537738, ""scores_json"": ""{\""A\"": 0.009440236925537738, \""C\"": 0.009440236925537738, \""K\"": 0.009440236925537738, \""W\"": 0.009440236925537738}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.009737498410775982, ""scores_json"": ""{\""A\"": 0.009737498410775982, \""C\"": 0.009737498410775982, \""K\"": 0.009737498410775982, \""W\"": 0.009737498410775982}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.0115254689761256, ""scores_json"": ""{\""A\"": 0.0115254689761256, \""C\"": 0.0115254689761256, \""K\"": 0.011547786445655194, \""W\"": 0.0115254689761256}""}]"
NULL,20,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010243203755209151, ""scores_json"": ""{\""A\"": 0.010243203755209151, \""C\"": 0.010243203755209151, \""K\"": 0.010243203755209151, \""W\"": 0.010243203755209151}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+W"", ""rmse"": 0.010705281760960377, ""scores_json"": ""{\""A\"": 0.010705281760960377, \""C\"": 0.010737961119904462, \""K\"": 0.010737961119904462, \""W\"": 0.010705281760960377}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.010626278330701688, ""scores_json"": ""{\""A\"": 0.010626278330701688, \""C\"": 0.010626278330701688, \""K\"": 0.010626278330701688, \""W\"": 0.010626278330701688}""}]"
NULL,21,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010771641080711884, ""scores_json"": ""{\""A\"": 0.010771641080711884, \""C\"": 0.010771641080711884, \""K\"": 0.010771641080711884, \""W\"": 0.010771641080711884}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.009990000627726424, ""scores_json"": ""{\""A\"": 0.009990000627726424, \""C\"": 0.009990000627726424, \""K\"": 0.009990000627726424, \""W\"": 0.009990000627726424}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.010430257129697714, ""scores_json"": ""{\""A\"": 0.010430257129697714, \""C\"": 0.010430257129697714, \""K\"": 0.010430257129697714, \""W\"": 0.010430257129697714}""}]"
NULL,22,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009373136547548955, ""scores_json"": ""{\""A\"": 0.009373136547548955, \""C\"": 0.009373136547548955, \""K\"": 0.009373136547548955, \""W\"": 0.009373136547548955}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+A"", ""rmse"": 0.009261053660590478, ""scores_json"": ""{\""A\"": 0.009261053660590478, \""C\"": 0.009291204287991297, \""K\"": 0.009291204287991297, \""W\"": 0.009291204287991297}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.010974899735566389, ""scores_json"": ""{\""A\"": 0.010974899735566389, \""C\"": 0.010974899735566389, \""K\"": 0.010974899735566389, \""W\"": 0.010974899735566389}""}]"
NULL,23,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009886030307181028, ""scores_json"": ""{\""A\"": 0.009886030307181028, \""C\"": 0.009886030307181028, \""K\"": 0.009886030307181028, \""W\"": 0.009886030307181028}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.01073358264548336, ""scores_json"": ""{\""A\"": 0.01073358264548336, \""C\"": 0.01073358264548336, \""K\"": 0.01073358264548336, \""W\"": 0.01073358264548336}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009646327599461641, ""scores_json"": ""{\""A\"": 0.009646327599461641, \""C\"": 0.009646327599461641, \""K\"": 0.009646327599461641, \""W\"": 0.009646327599461641}""}]"
NULL,24,K+C,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C"", ""rmse"": 0.010119567721009774, ""scores_json"": ""{\""A\"": 0.010119567721009774, \""C\"": 0.010119567721009774, \""K\"": 0.010126307789216103, \""W\"": 0.010119567721009774}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010281501836608357, ""scores_json"": ""{\""A\"": 0.010281501836608357, \""C\"": 0.010281501836608357, \""K\"": 0.010281501836608357, \""W\"": 0.010281501836608357}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+W"", ""rmse"": 0.011047366963246765, ""scores_json"": ""{\""A\"": 0.011047366963246765, \""C\"": 0.01106645446285779, \""K\"": 0.01106645446285779, \""W\"": 0.011047366963246765}""}]"
NULL,25,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.009145623733142018, ""scores_json"": ""{\""A\"": 0.009145623733142018, \""C\"": 0.009145623733142018, \""K\"": 0.009145623733142018, \""W\"": 0.009145623733142018}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.010323786585253132, ""scores_json"": ""{\""A\"": 0.010323786585253132, \""C\"": 0.010323786585253132, \""K\"": 0.010323786585253132, \""W\"": 0.010323786585253132}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.010622682062914932, ""scores_json"": ""{\""A\"": 0.010622682062914932, \""C\"": 0.010622682062914932, \""K\"": 0.010622682062914932, \""W\"": 0.010622682062914932}""}]"
NULL,26,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.010196141190404816, ""scores_json"": ""{\""A\"": 0.010196141190404816, \""C\"": 0.010196141190404816, \""K\"": 0.010196141190404816, \""W\"": 0.010196141190404816}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.010127101418630373, ""scores_json"": ""{\""A\"": 0.010127101418630373, \""C\"": 0.010127101418630373, \""K\"": 0.010144990287759406, \""W\"": 0.010127101418630373}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009842507244227012, ""scores_json"": ""{\""A\"": 0.009842507244227012, \""C\"": 0.009842507244227012, \""K\"": 0.009842507244227012, \""W\"": 0.009842507244227012}""}]"
NULL,27,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.011050981549018056, ""scores_json"": ""{\""A\"": 0.011050981549018056, \""C\"": 0.011050981549018056, \""K\"": 0.011050981549018056, \""W\"": 0.011050981549018056}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K"", ""rmse"": 0.011712953121263468, ""scores_json"": ""{\""A\"": 0.011712953121263468, \""C\"": 0.011712953121263468, \""K\"": 0.011712953121263468, \""W\"": 0.011712953121263468}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K+C"", ""rmse"": 0.010057782846012773, ""scores_json"": ""{\""A\"": 0.010057782846012773, \""C\"": 0.010057782846012773, \""K\"": 0.010107323486351046, \""W\"": 0.010057782846012773}""}]"
NULL,28,K,K,1,0,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K"", ""rmse"": 0.00959719276716011, ""scores_json"": ""{\""A\"": 0.00959719276716011, \""C\"": 0.00959719276716011, \""K\"": 0.00959719276716011, \""W\"": 0.00959719276716011}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.009470795565131977, ""scores_json"": ""{\""A\"": 0.009470795565131977, \""C\"": 0.009470795565131977, \""K\"": 0.009475052013608324, \""W\"": 0.009470795565131977}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.01029882993648862, ""scores_json"": ""{\""A\"": 0.01029882993648862, \""C\"": 0.01029882993648862, \""K\"": 0.01029882993648862, \""W\"": 0.01029882993648862}""}]"
NULL,29,K+C,K,0,1,"[{""fold_start"": 512, ""fold_end"": 640, ""active"": ""K+C"", ""rmse"": 0.010876131696994713, ""scores_json"": ""{\""A\"": 0.010876131696994713, \""C\"": 0.010876131696994713, \""K\"": 0.01091160900354687, \""W\"": 0.010876131696994713}""}, {""fold_start"": 640, ""fold_end"": 768, ""active"": ""K+C"", ""rmse"": 0.008711653879499036, ""scores_json"": ""{\""A\"": 0.008711653879499036, \""C\"": 0.008711653879499036, \""K\"": 0.008809373864302129, \""W\"": 0.008711653879499036}""}, {""fold_start"": 768, ""fold_end"": 896, ""active"": ""K"", ""rmse"": 0.009834649088532757, ""scores_json"": ""{\""A\"": 0.009834649088532757, \""C\"": 0.009834649088532757, \""K\"": 0.009834649088532757, \""W\"": 0.009834649088532757}""}]"
