task,Lx,Ly,horizon,fold,block,block_index,ridge_alpha,eigen_index,eigenvalue,trace,effective_rank,entropy_rank,lambda1_fraction,lambda10_over_lambda1,condition_estimate,coercive_dimension_1e-2,coercive_dimension_1e-3,coercive_dimension_1e-4
short,64,16,1,1,晶转速度,2,0.01,17,0.012947653199439427,51.15350040825851,3.897402660269251,4.8091413803550465,0.35248837722071086,0.0034805180248758264,1477341.4902090903,8,15,27
short,64,16,1,1,晶转速度,2,0.01,18,0.010665393995493117,51.15350040825851,3.897402660269251,4.8091413803550465,0.35248837722071086,0.0034805180248758264,1477341.4902090903,8,15,27
short,64,16,1,1,晶转速度,2,0.01,19,0.008884080989335895,51.15350040825851,3.897402660269251,4.8091413803550465,0.35248837722071086,0.0034805180248758264,1477341.4902090903,8,15,27
short,64,16,1,1,晶转速度,2,0.01,20,0.006527629312532942,51.15350040825851,3.897402660269251,4.8091413803550465,0.35248837722071086,0.0034805180248758264,1477341.4902090903,8,15,27
short,64,16,1,1,埚升速度,3,1e-08,1,9.918020035678936,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,2,8.44679459212084,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,3,3.8710355345144376,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,4,3.271600305204271,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,5,2.4322054046044963,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,6,1.509254022335404,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,7,1.2170172261538172,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,8,0.870687038584293,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,9,0.8427797050758447,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,10,0.678051049436396,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,11,0.5440461043453413,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,12,0.3694404525283344,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,13,0.3420893373800378,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,14,0.3000486731830209,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,15,0.2757353239425074,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,16,0.1588392548582644,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,17,0.13196624529749668,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,18,0.1231620039281959,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,19,0.11231789694283414,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚升速度,3,1e-08,20,0.10087102263372713,36.1397818543573,6.284311831635887,9.777745769022685,0.2744349723982393,0.06836556560656114,156015.16614378997,20,35,48
short,64,16,1,1,埚转速度,4,0.01,1,5.128087531898689,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,2,5.069459714819475,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,3,4.046148247656701,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,4,3.5937106411341166,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,5,3.4120903323098064,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,6,3.037876272525286,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,7,2.7138040946917155,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,8,2.499922255310466,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,9,2.306391322408914,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,10,2.26473979108925,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,11,2.0546877377873245,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,12,1.8364625605715466,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,13,1.79614397089058,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,14,1.7508548943849112,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,15,1.680084314114821,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,16,1.5774329148138662,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,17,1.380380203365455,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,18,1.3515878720777528,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,19,1.288370200751935,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,埚转速度,4,0.01,20,1.1947181647556675,61.82704670980125,23.933366212345675,30.989895035533475,0.08294246296395959,0.4416343865040704,686.3335612185476,51,56,56
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,1,36.679172804938894,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,2,31.502491811397896,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,3,23.54710946118646,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,4,12.650741017299662,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,5,11.644726092140681,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,6,8.094520418751301,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,7,7.175293666145642,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,8,6.641497824477962,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,9,6.1874554580909065,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,10,5.022883511007454,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,11,4.793314500566168,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,12,4.499471576350839,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,13,4.122694027488292,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,14,3.6898702104911774,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,15,3.4891656055111135,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,16,3.4291280351956,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,17,3.059458132250322,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,18,2.9835220257814887,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,19,2.7713245785570697,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,1,JOINT_EXTERNAL,joint,0.01,20,2.6145494743867412,238.6289536081757,15.75763275006694,31.516927165883445,0.1537079731957649,0.1369410247531841,38029026941.877365,59,107,151
short,64,16,1,2,主加热功率,0,0.01,1,19.290714538633424,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,2,11.902529629747232,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,3,7.664052066723898,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,4,6.193505284415642,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,5,2.4957241512384627,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,6,1.5966757632477786,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,7,1.08528390774043,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,8,0.7534361383051962,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,9,0.5168708551120134,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,10,0.33084147419437604,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,11,0.20161765262447984,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,12,0.18809131862036316,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,13,0.11947710541894233,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,14,0.0752957942826628,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,15,0.07339436579001488,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,16,0.0642795904142428,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,17,0.052869438573654545,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,18,0.047104528316217024,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,19,0.039985044041607985,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,主加热功率,0,0.01,20,0.022901748360474733,52.84053884356089,4.489567444972664,6.211900023491236,0.3650741449807183,0.017150296508291665,16477435315.25402,11,22,33
short,64,16,1,2,晶升速度,1,1e-08,1,11.053709829483006,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,2,9.542149161367558,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,3,4.441104030306013,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,4,3.4965683175266387,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,5,2.43914735813582,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,6,1.5507698276377733,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,7,1.2119143515291448,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,8,0.9142420644236877,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,9,0.8582309165904841,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,10,0.7074513208230472,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,11,0.6020478285576363,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,12,0.40324599785890436,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,13,0.35568261030354587,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,14,0.3239378034810887,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,15,0.27812190653341934,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,16,0.19424444589792478,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,17,0.13315640414001723,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,18,0.13101872927686012,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,19,0.12676109842722055,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶升速度,1,1e-08,20,0.11326077700143518,39.523644802047,6.053565816104814,9.47194775803529,0.2796733419917415,0.0640012567487612,147491.38243174684,20,35,48
short,64,16,1,2,晶转速度,2,0.01,1,21.00990058507854,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,2,12.848747931475184,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,3,10.128358999533026,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,4,4.900916496081521,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,5,2.2964537575921824,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,6,0.5589207752405465,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,7,0.28298079409718924,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,8,0.09213852004979686,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,9,0.0317827082859651,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,10,0.02971210184739039,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,11,0.011867449090124585,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,12,0.011241940515694151,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,13,0.009226877390493621,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,14,0.008937784612793766,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,15,0.005207449946157617,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,16,0.004615135529339192,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,17,0.004296863201866833,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,18,0.0036845338560547074,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,19,0.0031163102075598362,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,晶转速度,2,0.01,20,0.002743242867675233,52.26228631336152,3.697074133084729,4.481421616988406,0.40200883021275496,0.0014141952612804008,3305316.0318461168,7,10,22
short,64,16,1,2,埚升速度,3,1e-08,1,11.098476479420347,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,2,9.60930074108518,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,3,4.5816083637674385,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,4,3.5654131711618247,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,5,2.4937952053964185,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,6,1.4880465412501234,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,7,1.22895348866762,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,8,0.8587576443435695,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,9,0.8522523489796769,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,10,0.7212932765703592,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,11,0.5980196916714129,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,12,0.3963584507853313,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,13,0.34114065531499627,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,14,0.3185012503062229,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,15,0.28462408152274743,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,16,0.19265953525127366,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,17,0.13499691553660734,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,18,0.13098859429098922,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,19,0.11637231675975296,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚升速度,3,1e-08,20,0.1049972864929021,39.75840932487116,6.03130392376309,9.39333018857196,0.27914790022742725,0.0649902964526561,157686.59114176186,19,34,48
short,64,16,1,2,埚转速度,4,0.01,1,5.334009083376615,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,2,5.101160792298491,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,3,3.921220978859101,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,4,3.7645219806283094,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,5,3.2069844555509492,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,6,3.054530484705142,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,7,3.0354018521257973,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,8,2.6551191327516332,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
short,64,16,1,2,埚转速度,4,0.01,9,2.522773693216153,62.65001479556829,23.630617290405876,30.574082759648434,0.08513978968371975,0.4456162916364544,736.4520533459287,51,56,56
