scenario,seed,variable,distribution,selected_lag_smoothing,selected_amplitude_smoothing,smoothing_reselected_from_rank,full_validation_contribution_r2,full_empirical_operator_nrmse,full_kkt_relative_residual,predictive_rank_010,predictive_rank_005,predictive_rank_002,normalized_excess_curve,structural_rank_005,predictive_minus_structural_rank_005,seed_full_capacity_pass
AR-S3,3,2,NAT,0.0,1e-05,False,0.9999179415693114,0.009058610858659418,3.3690988205091993e-16,2,2,2,"[0.5478983656453973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",2,0,True
AR-S3,4,0,NAT,0.0,0.001,False,0.999994395902902,0.0023672974249185183,3.609858043541733e-16,1,1,2,"[0.02728869113350956, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.729422692920729e-05, 0.00010744624498380484, 0.00011955617486292181, 0.00014765917692440957]",1,0,True
AR-S3,4,1,NAT,0.0,0.0001,False,0.9999580587698667,0.006476204917493756,5.41676505740096e-16,2,2,2,"[0.5527213860635117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005981780715361294, 0.0006967348743673811, 0.0008836452629476069, 0.000888538654969616]",2,0,True
AR-S3,4,2,NAT,0.0,1e-05,False,0.9999370134176302,0.007936408656930363,4.538216897522713e-16,2,2,2,"[0.598129514313963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005200430918006448, 0.00023834093194728467, 0.0005559425729633518, 0.0004986274210806808, 0.0005877698233477246]",2,0,True
AR-S4U,0,0,NAT,1e-05,1e-05,False,0.9998021521624866,0.014065839381757548,4.598644615098064e-16,4,5,6,"[0.4883327359936773, 0.2900206096072485, 0.15270558838375953, 0.07434335541682881, 0.03607429262525321, 0.013678028081416146, 0.004727919834750821, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,0,1,NAT,0.0,0.0001,False,0.9997915610440651,0.014437415140353512,9.878379510447882e-16,4,5,6,"[0.8009661974480092, 0.24139874808882528, 0.1484291462970716, 0.06005522548253787, 0.028338882632406023, 0.009862881599963978, 0.004290992240839572, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,0,2,NAT,1e-05,1e-05,False,0.9996044882980075,0.019887476008595528,3.918068186912865e-16,4,5,6,"[0.48291522880193666, 0.293845857670004, 0.1808970010328782, 0.08154992075960689, 0.035486975710401235, 0.012639932918244074, 0.005086176798731253, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,1,0,NAT,0.0,0.0001,False,0.9998350112012993,0.012844796561283244,4.297150657538592e-16,4,5,6,"[0.43400143742166997, 0.23506272110431686, 0.12916616121790606, 0.06322936297485891, 0.027510100538599643, 0.01054164034105161, 0.0038036226942832524, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,1,1,NAT,0.0,0.0001,False,0.999852455477845,0.01214679061131021,7.823712166463953e-16,4,5,6,"[0.7245024195026637, 0.22942843883794248, 0.14274593320176732, 0.06279889555237914, 0.0283492792337374, 0.01200580208975601, 0.005559635618112132, 0.0013355355031039401, 0.0014268663974861006, 0.0020977421716240276, 0.0018167458543096287, 0.001666595767629858]",5,0,True
AR-S4U,1,2,NAT,1e-05,1e-05,False,0.9997882971177802,0.01455001313469498,4.133603222555124e-16,4,5,6,"[0.41076227563092826, 0.2618536757545434, 0.141689574869927, 0.06838914904630117, 0.03278030677986713, 0.012339230044128565, 0.0033213726195091163, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,2,0,NAT,1e-05,1e-05,False,0.9998629590101921,0.01170645077758224,4.766810354960957e-16,4,5,6,"[0.42003760082287245, 0.23987494796535505, 0.14272299140669154, 0.06465020549878524, 0.029152115911218628, 0.012030289504265837, 0.0036592279184943103, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,2,1,NAT,0.0,0.0001,False,0.9998979678700348,0.010101095483419462,8.278835134247284e-16,4,5,6,"[0.7161117739756021, 0.208855872791599, 0.1351227498366619, 0.05991101315803679, 0.028258075529063183, 0.010540811135735509, 0.0048763746419439105, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,2,2,NAT,1e-05,1e-05,False,0.9994638547674943,0.023154810137543388,5.615786190301452e-16,4,5,6,"[0.41870322526338144, 0.26610792996301996, 0.14671198551207718, 0.06604266827203209, 0.03177903609932632, 0.01136560579171293, 0.0034883500384492515, 0.00273978419590762, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,3,0,NAT,0.0,0.0001,False,0.9998758490975451,0.01114230238572092,4.5986146965389e-16,4,5,6,"[0.46148109946789323, 0.2609404298858274, 0.13212471665856926, 0.07173196230263909, 0.03252473842715296, 0.013245032269837009, 0.0035618150338068985, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,3,1,NAT,0.0,0.0001,False,0.999887821162538,0.010591451149960393,7.433110103506423e-16,4,5,6,"[0.7694966523468394, 0.22867023991393412, 0.13998553767193883, 0.06102729885565893, 0.028935318990621905, 0.010053249047305713, 0.0038276996820443845, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,3,2,NAT,1e-05,1e-05,False,0.9997104326312366,0.01701667913440746,4.249867171857283e-16,4,5,6,"[0.47651914794625894, 0.29445393987311363, 0.1713413232631763, 0.07701142529048112, 0.034334673169387875, 0.012688578731139702, 0.00401341725115602, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,4,0,NAT,1e-05,1e-05,False,0.9998732847712031,0.011256785899932573,4.626172833031489e-16,4,5,6,"[0.43670812366619133, 0.24441111034683946, 0.13087106718041816, 0.06533468693627609, 0.03006996366192383, 0.012398271531624814, 0.003951894403418332, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,4,1,NAT,0.0,0.0001,False,0.9999059761023501,0.009696592063706426,7.284600014073745e-16,4,5,6,"[0.7408231048235371, 0.19629371115313837, 0.11649833671979296, 0.0512160904830698, 0.02290399544765363, 0.008481947925466207, 0.003612018862838655, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
AR-S4U,4,2,NAT,1e-05,0.0001,False,0.9997529527520681,0.015717736730580897,4.098631642569553e-16,4,5,6,"[0.44460809930498985, 0.2512470984982621, 0.14386089681677464, 0.06699969052581121, 0.03313782414095197, 0.011752580249968062, 0.0035442536279229335, 0.0, 0.0, 0.0, 0.0, 0.0]",5,0,True
